Time;Channel A;Channel B
(ms);(V);(mV)

-92,30591851;-0,15003690;-14,25320000
-92,29775851;-0,15003690;-14,64997000
-92,28959851;-0,15003690;-17,02602000
-92,28143851;-0,15003690;-15,83723000
-92,27327851;-0,15003690;-17,02602000
-92,26511851;-0,15003690;-16,62924000
-92,25695851;-0,15003690;-16,23400000
-92,24879851;-0,15003690;-15,83723000
-92,24063851;-0,15003690;-16,62924000
-92,23247851;-0,15003690;-17,42126000
-92,22431851;-0,14213210;-16,62924000
-92,21615851;-0,14213210;-16,62924000
-92,20799851;-0,14213210;-17,02602000
-92,19983851;-0,14213210;-17,02602000
-92,19167851;-0,14213210;-17,02602000
-92,18351851;-0,14213210;-17,02602000
-92,17535851;-0,14213210;-16,62924000
-92,16719851;-0,14213210;-16,23400000
-92,15903851;-0,14213210;-17,02602000
-92,15087851;-0,14213210;-16,62924000
-92,14271851;-0,14213210;-16,62924000
-92,13455851;-0,13425810;-16,62924000
-92,12639851;-0,13425810;-16,23400000
-92,11823851;-0,13425810;-15,83723000
-92,11007851;-0,13425810;-15,44199000
-92,10191851;-0,13425810;-16,23400000
-92,09375851;-0,13425810;-15,44199000
-92,08559851;-0,13425810;-15,83723000
-92,07743851;-0,13425810;-15,44199000
-92,06927851;-0,13425810;-15,44199000
-92,06111851;-0,12635340;-15,04521000
-92,05295851;-0,12635340;-14,64997000
-92,04479851;-0,12635340;-14,25320000
-92,03663851;-0,13425810;-13,85796000
-92,02847851;-0,12635340;-14,25320000
-92,02031851;-0,12635340;-13,85796000
-92,01215851;-0,12635340;-13,85796000
-92,00399851;-0,12635340;-13,85796000
-91,99583851;-0,12635340;-13,06594000
-91,98767851;-0,12635340;-13,06594000
-91,97951851;-0,12635340;-13,46118000
-91,97135851;-0,12635340;-13,06594000
-91,96319851;-0,11844860;-11,87869000
-91,95503851;-0,11844860;-9,89788300
-91,94687851;-0,12635340;-9,10586800
-91,93871851;-0,11844860;-9,10586800
-91,93055851;-0,11844860;-9,50264500
-91,92239851;-0,11844860;-9,50264500
-91,91423851;-0,11844860;-8,71062900
-91,90607851;-0,11844860;-9,10586800
-91,89791851;-0,11844860;-9,50264500
-91,88975851;-0,11844860;-9,10586800
-91,88159851;-0,11054380;-7,12659900
-91,87343851;-0,11054380;-5,93934500
-91,86527851;-0,11054380;-4,35531500
-91,85711851;-0,11844860;-5,54256900
-91,84895851;-0,11844860;-5,54256900
-91,84079851;-0,11054380;-5,93934500
-91,83263851;-0,11844860;-5,14733000
-91,82447851;-0,11054380;-4,75055300
-91,81631851;-0,11054380;-4,75055300
-91,80815851;-0,11054380;-5,14733000
-91,79999850;-0,11054380;-5,14733000
-91,79183850;-0,10266980;-1,58249200
-91,78367850;-0,11054380;0,00000000
-91,77551850;-0,10266980;-0,39523870
-91,76735850;-0,10266980;0,00000000
-91,75919850;-0,10266980;-0,79047730
-91,75103850;-0,10266980;-0,39523870
-91,74287850;-0,10266980;0,00000000
-91,73471850;-0,10266980;-0,39523870
-91,72655850;-0,10266980;-0,39523870
-91,71839850;-0,10266980;0,00000000
-91,71023850;-0,10266980;2,37450800
-91,70207850;-0,10266980;3,56330000
-91,69391850;-0,10266980;3,95853800
-91,68575850;-0,10266980;4,35531500
-91,67759850;-0,10266980;3,56330000
-91,66943850;-0,09476501;3,16652300
-91,66127850;-0,09476501;3,95853800
-91,65311850;-0,09476501;3,16652300
-91,64495850;-0,09476501;3,95853800
-91,63679850;-0,09476501;3,56330000
-91,62863850;-0,09476501;7,52183800
-91,62047850;-0,09476501;8,31385200
-91,61231850;-0,09476501;8,31385200
-91,60415850;-0,08686024;9,10586800
-91,59599850;-0,08686024;8,71062900
-91,58783850;-0,09476501;7,91861400
-91,57967850;-0,08686024;7,91861400
-91,57151850;-0,08686024;8,31385200
-91,56335850;-0,08686024;8,71062900
-91,55519850;-0,08686024;8,31385200
-91,54703850;-0,08686024;9,50264500
-91,53887850;-0,08686024;10,29466000
-91,53071850;-0,08686024;11,08667000
-91,52255850;-0,08686024;11,08667000
-91,51439850;-0,08686024;11,08667000
-91,50623850;-0,08686024;10,29466000
-91,49807850;-0,08686024;11,48191000
-91,48991850;-0,07895546;10,29466000
-91,48175850;-0,07895546;10,68990000
-91,47359850;-0,07895546;9,89788300
-91,46543850;-0,07895546;12,27393000
-91,45727850;-0,07895546;14,64997000
-91,44911850;-0,07895546;13,85796000
-91,44095850;-0,07895546;14,25320000
-91,43279850;-0,07895546;14,25320000
-91,42463850;-0,07895546;13,85796000
-91,41647850;-0,07895546;13,85796000
-91,40831850;-0,07105069;13,85796000
-91,40015850;-0,07105069;13,85796000
-91,39199850;-0,07105069;13,85796000
-91,38383850;-0,07105069;13,06594000
-91,37567850;-0,07105069;15,04521000
-91,36751850;-0,07105069;15,04521000
-91,35935850;-0,07105069;15,04521000
-91,35119850;-0,07105069;15,44199000
-91,34303850;-0,07105069;15,44199000
-91,33487850;-0,07105069;14,64997000
-91,32671850;-0,07105069;15,04521000
-91,31855850;-0,07105069;15,83723000
-91,31039850;-0,06317668;15,04521000
-91,30223850;-0,06317668;15,04521000
-91,29407850;-0,06317668;15,83723000
-91,28591850;-0,06317668;16,62924000
-91,27775850;-0,06317668;16,23400000
-91,26959850;-0,06317668;16,62924000
-91,26143850;-0,06317668;16,62924000
-91,25327850;-0,06317668;17,02602000
-91,24511850;-0,06317668;16,23400000
-91,23695850;-0,06317668;15,83723000
-91,22879850;-0,05527190;16,23400000
-91,22063850;-0,05527190;16,23400000
-91,21247850;-0,05527190;16,23400000
-91,20431850;-0,05527190;16,62924000
-91,19615850;-0,05527190;16,62924000
-91,18799850;-0,05527190;16,23400000
-91,17983850;-0,05527190;16,23400000
-91,17167850;-0,05527190;17,42126000
-91,16351850;-0,05527190;16,62924000
-91,15535850;-0,05527190;17,02602000
-91,14719850;-0,04736713;17,02602000
-91,13903850;-0,04736713;15,83723000
-91,13087850;-0,04736713;16,62924000
-91,12271850;-0,04736713;15,83723000
-91,11455850;-0,04736713;16,62924000
-91,10639850;-0,04736713;16,23400000
-91,09823850;-0,04736713;16,23400000
-91,09007850;-0,04736713;16,23400000
-91,08191850;-0,04736713;15,83723000
-91,07375850;-0,04736713;16,62924000
-91,06559850;-0,04736713;16,23400000
-91,05743850;-0,03946235;16,23400000
-91,04927850;-0,03946235;16,23400000
-91,04111850;-0,03946235;15,83723000
-91,03295849;-0,03946235;14,64997000
-91,02479849;-0,03946235;15,44199000
-91,01663849;-0,03946235;15,04521000
-91,00847849;-0,03946235;15,04521000
-91,00031849;-0,03946235;15,04521000
-90,99215849;-0,03946235;15,04521000
-90,98399849;-0,03946235;15,44199000
-90,97583849;-0,03158834;15,44199000
-90,96767849;-0,03158834;13,85796000
-90,95951849;-0,03158834;13,46118000
-90,95135849;-0,03158834;13,06594000
-90,94319849;-0,03158834;12,67070000
-90,93503849;-0,03158834;13,06594000
-90,92687849;-0,03158834;13,06594000
-90,91871849;-0,03158834;13,06594000
-90,91055849;-0,03158834;13,46118000
-90,90239849;-0,03158834;12,67070000
-90,89423849;-0,03158834;13,46118000
-90,88607849;-0,02368356;14,64997000
-90,87791849;-0,02368356;11,87869000
-90,86975849;-0,03158834;11,08667000
-90,86159849;-0,02368356;11,48191000
-90,85343849;-0,02368356;11,08667000
-90,84527849;-0,03158834;11,08667000
-90,83711849;-0,02368356;10,29466000
-90,82895849;-0,02368356;10,68990000
-90,82079849;-0,02368356;11,08667000
-90,81263849;-0,02368356;10,68990000
-90,80447849;-0,01577879;10,29466000
-90,79631849;-0,02368356;7,12659900
-90,78815849;-0,01577879;7,52183800
-90,77999849;-0,02368356;7,52183800
-90,77183849;-0,01577879;6,72982200
-90,76367849;-0,01577879;7,12659900
-90,75551849;-0,01577879;6,72982200
-90,74735849;-0,01577879;6,72982200
-90,73919849;-0,01577879;6,72982200
-90,73103849;-0,00787402;6,72982200
-90,72287849;-0,01577879;6,72982200
-90,71471849;-0,01577879;4,35531500
-90,70655849;-0,01577879;3,95853800
-90,69839849;-0,00787402;3,56330000
-90,69023849;-0,00787402;3,95853800
-90,68207849;-0,01577879;3,95853800
-90,67391849;-0,01577879;3,56330000
-90,66575849;-0,00787402;3,56330000
-90,65759849;-0,00787402;3,56330000
-90,64943849;-0,00787402;3,56330000
-90,64127849;-0,00787402;3,95853800
-90,63311849;-0,00787402;0,79047730
-90,62495849;0,00000000;-1,58249200
-90,61679849;0,00000000;-1,58249200
-90,60863849;0,00000000;-1,18725400
-90,60047849;-0,00787402;-1,58249200
-90,59231849;-0,00787402;-2,37450800
-90,58415849;0,00000000;-0,79047730
-90,57599849;0,00000000;-1,18725400
-90,56783849;0,00000000;-1,18725400
-90,55967849;0,00000000;-1,18725400
-90,55151849;0,00000000;-3,16652300
-90,54335849;0,00000000;-5,14733000
-90,53519849;0,00000000;-5,14733000
-90,52703849;0,00000000;-5,14733000
-90,51887849;0,00000000;-5,14733000
-90,51071849;0,00000000;-6,33458400
-90,50255849;0,00000000;-5,14733000
-90,49439849;0,00787402;-5,93934500
