1,000	1,000	535,100	1169,000
1,000	1,000	535,200	345,000
1,000	1,000	535,300	162,000
1,000	1,000	535,400	73,000
1,000	1,000	535,500	56,000
1,000	1,000	535,600	62,000
1,000	1,000	535,700	44,000
1,000	1,000	535,800	73,000
1,000	1,000	535,900	50,000
1,000	1,000	536,000	55,000
1,000	1,000	536,100	80,000
1,000	1,000	536,200	62,000
1,000	1,000	536,300	45,000
1,000	1,000	536,400	59,000
1,000	1,000	536,500	51,000
1,000	1,000	536,600	57,000
1,000	1,000	536,700	42,000
1,000	1,000	536,800	62,000
1,000	1,000	536,900	51,000
1,000	1,000	537,000	60,000
1,000	1,000	537,100	54,000
1,000	1,000	537,200	43,000
1,000	1,000	537,300	42,000
1,000	1,000	537,400	63,000
1,000	1,000	537,500	55,000
1,000	1,000	537,600	45,000
1,000	1,000	537,700	53,000
1,000	1,000	537,800	50,000
1,000	1,000	537,900	49,000
1,000	1,000	538,000	60,000
1,000	1,000	538,100	56,000
1,000	1,000	538,200	40,000
1,000	1,000	538,300	42,000
1,000	1,000	538,400	53,000
1,000	1,000	538,500	48,000
1,000	1,000	538,600	44,000
1,000	1,000	538,700	44,000
1,000	1,000	538,800	47,000
1,000	1,000	538,900	48,000
1,000	1,000	539,000	50,000
1,000	1,000	539,100	41,000
1,000	1,000	539,200	42,000
1,000	1,000	539,300	64,000
1,000	1,000	539,400	74,000
1,000	1,000	539,500	61,000
1,000	1,000	539,600	46,000
1,000	1,000	539,700	66,000
1,000	1,000	539,800	66,000
1,000	1,000	539,900	62,000
1,000	1,000	540,000	79,000
1,000	1,000	540,100	82,000
1,000	1,000	540,200	78,000
1,000	1,000	540,300	78,000
1,000	1,000	540,400	84,000
1,000	1,000	540,500	84,000
1,000	1,000	540,600	90,000
1,000	1,000	540,700	70,000
1,000	1,000	540,800	80,000
1,000	1,000	540,900	96,000
1,000	1,000	541,000	95,000
1,000	1,000	541,100	129,000
1,000	1,000	541,200	119,000
1,000	1,000	541,300	118,000
1,000	1,000	541,400	118,000
1,000	1,000	541,500	155,000
1,000	1,000	541,600	159,000
1,000	1,000	541,700	143,000
1,000	1,000	541,800	135,000
1,000	1,000	541,900	165,000
1,000	1,000	542,000	174,000
1,000	1,000	542,100	173,000
1,000	1,000	542,200	178,000
1,000	1,000	542,300	198,000
1,000	1,000	542,400	223,000
1,000	1,000	542,500	232,000
1,000	1,000	542,600	231,000
1,000	1,000	542,700	235,000
1,000	1,000	542,800	215,000
1,000	1,000	542,900	258,000
1,000	1,000	543,000	253,000
1,000	1,000	543,100	234,000
1,000	1,000	543,200	235,000
1,000	1,000	543,300	229,000
1,000	1,000	543,400	232,000
1,000	1,000	543,500	218,000
1,000	1,000	543,600	204,000
1,000	1,000	543,700	193,000
1,000	1,000	543,800	215,000
1,000	1,000	543,900	222,000
1,000	1,000	544,000	206,000
1,000	1,000	544,100	171,000
1,000	1,000	544,200	208,000
1,000	1,000	544,300	177,000
1,000	1,000	544,400	156,000
1,000	1,000	544,500	195,000
1,000	1,000	544,600	182,000
1,000	1,000	544,700	166,000
1,000	1,000	544,800	174,000
1,000	1,000	544,900	167,000
1,000	1,000	545,000	158,000
1,000	1,000	545,100	158,000
1,000	1,000	545,200	153,000
1,000	1,000	545,300	159,000
1,000	1,000	545,400	133,000
1,000	1,000	545,500	131,000
1,000	1,000	545,600	163,000
1,000	1,000	545,700	151,000
1,000	1,000	545,800	149,000
1,000	1,000	545,900	165,000
1,000	1,000	546,000	160,000
1,000	1,000	546,100	153,000
1,000	1,000	546,200	136,000
1,000	1,000	546,300	154,000
1,000	1,000	546,400	139,000
1,000	1,000	546,500	140,000
1,000	1,000	546,600	154,000
1,000	1,000	546,700	161,000
1,000	1,000	546,800	159,000
1,000	1,000	546,900	139,000
1,000	1,000	547,000	137,000
1,000	1,000	547,100	140,000
1,000	1,000	547,200	161,000
1,000	1,000	547,300	124,000
1,000	1,000	547,400	147,000
1,000	1,000	547,500	148,000
1,000	1,000	547,600	148,000
1,000	1,000	547,700	146,000
1,000	1,000	547,800	130,000
1,000	1,000	547,900	134,000
1,000	1,000	548,000	140,000
1,000	1,000	548,100	179,000
1,000	1,000	548,200	187,000
1,000	1,000	548,300	209,000
1,000	1,000	548,400	214,000
1,000	1,000	548,500	203,000
1,000	1,000	548,600	209,000
1,000	1,000	548,700	262,000
1,000	1,000	548,800	249,000
1,000	1,000	548,900	279,000
1,000	1,000	549,000	263,000
1,000	1,000	549,100	321,000
1,000	1,000	549,200	309,000
1,000	1,000	549,300	337,000
1,000	1,000	549,400	328,000
1,000	1,000	549,500	370,000
1,000	1,000	549,600	355,000
1,000	1,000	549,700	377,000
1,000	1,000	549,800	402,000
1,000	1,000	549,900	379,000
1,000	1,000	550,000	380,000
1,000	1,000	550,100	407,000
1,000	1,000	550,200	407,000
1,000	1,000	550,300	371,000
1,000	1,000	550,400	391,000
1,000	1,000	550,500	368,000
1,000	1,000	550,600	334,000
1,000	1,000	550,700	348,000
1,000	1,000	550,800	291,000
1,000	1,000	550,900	287,000
1,000	1,000	551,000	262,000
1,000	1,000	551,100	253,000
1,000	1,000	551,200	243,000
1,000	1,000	551,300	238,000
1,000	1,000	551,400	206,000
1,000	1,000	551,500	201,000
1,000	1,000	551,600	197,000
1,000	1,000	551,700	159,000
1,000	1,000	551,800	169,000
1,000	1,000	551,900	132,000
1,000	1,000	552,000	129,000
1,000	1,000	552,100	148,000
1,000	1,000	552,200	129,000
1,000	1,000	552,300	138,000
1,000	1,000	552,400	115,000
1,000	1,000	552,500	131,000
1,000	1,000	552,600	126,000
1,000	1,000	552,700	118,000
1,000	1,000	552,800	126,000
1,000	1,000	552,900	115,000
1,000	1,000	553,000	119,000
1,000	1,000	553,100	115,000
1,000	1,000	553,200	107,000
1,000	1,000	553,300	113,000
1,000	1,000	553,400	124,000
