Time;Channel A;Channel B
(ms);(V);(mV)

-22,65907126;-0,00787402;13,46118000
-22,65702326;-0,00787402;13,46118000
-22,65497526;-0,00787402;13,85796000
-22,65292726;-0,00787402;13,85796000
-22,65087926;-0,01577879;13,85796000
-22,64883126;-0,00787402;13,85796000
-22,64678326;-0,00787402;14,25320000
-22,64473526;-0,00787402;15,83723000
-22,64268726;-0,00787402;14,64997000
-22,64063926;-0,00787402;14,64997000
-22,63859126;-0,00787402;14,25320000
-22,63654326;-0,00787402;14,25320000
-22,63449526;-0,00787402;14,25320000
-22,63244726;-0,00787402;14,64997000
-22,63039926;-0,00787402;14,25320000
-22,62835126;-0,00787402;14,25320000
-22,62630326;-0,00787402;15,04521000
-22,62425526;-0,00787402;15,04521000
-22,62220726;-0,00787402;14,64997000
-22,62015926;-0,00787402;14,25320000
-22,61811126;-0,00787402;14,64997000
-22,61606326;-0,00787402;14,25320000
-22,61401526;-0,00787402;14,25320000
-22,61196726;-0,00787402;14,64997000
-22,60991926;-0,00787402;13,85796000
-22,60787126;-0,00787402;13,85796000
-22,60582326;-0,00787402;13,85796000
-22,60377526;-0,00787402;14,25320000
-22,60172726;-0,00787402;13,85796000
-22,59967926;-0,00787402;14,25320000
-22,59763126;-0,00787402;14,64997000
-22,59558326;-0,00787402;14,64997000
-22,59353526;-0,00787402;14,25320000
-22,59148726;-0,00787402;14,64997000
-22,58943926;-0,00787402;14,64997000
-22,58739126;-0,00787402;13,85796000
-22,58534326;-0,00787402;14,64997000
-22,58329526;-0,00787402;14,64997000
-22,58124726;0,00000000;15,04521000
-22,57919926;-0,00787402;14,64997000
-22,57715126;-0,00787402;14,64997000
-22,57510326;0,00000000;14,64997000
-22,57305526;0,00000000;14,64997000
-22,57100726;-0,00787402;14,64997000
-22,56895926;-0,00787402;14,64997000
-22,56691126;0,00000000;14,64997000
-22,56486326;0,00000000;15,04521000
-22,56281526;0,00000000;15,44199000
-22,56076726;-0,00787402;15,04521000
-22,55871926;0,00000000;15,04521000
-22,55667126;0,00000000;15,04521000
-22,55462326;-0,00787402;15,44199000
-22,55257526;0,00000000;15,44199000
-22,55052726;-0,00787402;15,04521000
-22,54847926;0,00000000;17,42126000
-22,54643126;0,00000000;15,04521000
-22,54438326;0,00000000;15,44199000
-22,54233526;0,00000000;15,04521000
-22,54028726;0,00000000;15,04521000
-22,53823926;0,00000000;15,44199000
-22,53619126;0,00000000;15,44199000
