-30.0000000000	1.1429200397
-29.8828125000	7.1193360960
-29.7656250000	5.1025416342
-29.6484375000	6.5516635627
-29.5312500000	8.0194451326
-29.4140625000	4.0355685965
-29.2968750000	6.2885636234
-29.1796875000	1.7088206476
-29.0625000000	5.9984615464
-28.9453125000	5.5132913113
-28.8281250000	3.3733388355
-28.7109375000	4.2924352566
-28.5937500000	4.8739041742
-28.4765625000	6.5251613891
-28.3593750000	5.8224356894
-28.2421875000	6.1771866762
-28.1250000000	1.5498813700
-28.0078125000	2.5004560834
-27.8906250000	5.2637670540
-27.7734375000	2.8843220568
-27.6562500000	1.3163211868
-27.5390625000	1.1121673905
-27.4218750000	3.4234970750
-27.3046875000	8.5448539991
-27.1875000000	6.0716699515
-27.0703125000	2.5199347581
-26.9531250000	3.6351992404
-26.8359375000	3.4664450693
-26.7187500000	2.7285638784
-26.6015625000	4.0024045582
-26.4843750000	1.9424006154
-26.3671875000	5.0154803255
-26.2500000000	3.8816778215
-26.1328125000	5.3301303055
-26.0156250000	5.8524741936
-25.8984375000	6.6147490667
-25.7812500000	3.9020536421
-25.6640625000	0.7345469787
-25.5468750000	1.6536984066
-25.4296875000	5.2815362864
-25.3125000000	3.7640053030
-25.1953125000	2.4038727703
-25.0781250000	3.1115490074
-24.9609375000	7.2350949752
-24.8437500000	10.5566322737
-24.7265625000	2.7469347609
-24.6093750000	8.0608162885
-24.4921875000	3.3002811943
-24.3750000000	3.2750994937
-24.2578125000	5.1789691602
-24.1406250000	3.0671064727
-24.0234375000	3.5070815397
-23.9062500000	2.5584561616
-23.7890625000	3.4530262736
-23.6718750000	5.6147438929
-23.5546875000	1.6048400778
-23.4375000000	3.0816901360
-23.3203125000	8.6335032436
-23.2031250000	4.7501022237
-23.0859375000	5.3953934159
-22.9687500000	5.7793933831
-22.8515625000	6.2394888590
-22.7343750000	3.1364441797
-22.6171875000	5.8979155280
-22.5000000000	2.0524383201
-22.3828125000	3.1224836380
-22.2656250000	2.6287563973
-22.1484375000	1.0985367871
-22.0312500000	4.0625577790
-21.9140625000	2.6431712008
-21.7968750000	4.9936620151
-21.6796875000	1.2715321266
-21.5625000000	1.4375230758
-21.4453125000	8.3692753897
-21.3281250000	3.6264278795
-21.2109375000	0.8180678243
-21.0937500000	3.3583907665
-20.9765625000	6.4232762966
-20.8593750000	4.3301639100
-20.7421875000	1.4652162256
-20.6250000000	3.5897805337
-20.5078125000	0.8163888411
-20.3906250000	3.5919574871
-20.2734375000	2.6566788762
-20.1562500000	2.0641651961
-20.0390625000	9.2946569599
-19.9218750000	3.0778545240
-19.8046875000	4.4206342082
-19.6875000000	4.4016290862
-19.5703125000	7.2841887006
-19.4531250000	6.1242745966
-19.3359375000	3.7533979065
-19.2187500000	4.8463239975
-19.1015625000	2.9491139714
-18.9843750000	3.5746680758
-18.8671875000	4.1696052336
-18.7500000000	4.0934706559
-18.6328125000	4.5104015364
-18.5156250000	2.1986560825
-18.3984375000	2.1870196797
-18.2812500000	4.0415106053
-18.1640625000	2.1019322880
-18.0468750000	3.7415866110
-17.9296875000	6.4931666236
-17.8125000000	0.8420603749
-17.6953125000	2.9964330315
-17.5781250000	0.9656164582
-17.4609375000	7.6950509363
-17.3437500000	0.9908167291
-17.2265625000	3.0152086335
-17.1093750000	3.1243012186
-16.9921875000	0.6399589473
-16.8750000000	1.1676486007
-16.7578125000	2.3212920944
-16.6406250000	4.3875972272
-16.5234375000	1.5975778498
-16.4062500000	8.4171936364
-16.2890625000	5.7121134787
-16.1718750000	1.6702897797
-16.0546875000	5.4292639204
-15.9375000000	5.4856473129
-15.8203125000	4.5984354759
-15.7031250000	2.9298589501
-15.5859375000	2.1857049046
-15.4687500000	2.0539791136
-15.3515625000	2.1744910768
-15.2343750000	2.1515954978
-15.1171875000	4.3714572121
-15.0000000000	2.7886738280
-14.8828125000	3.5714730937
-14.7656250000	1.8230815335
-14.6484375000	1.8052036180
-14.5312500000	3.3226362851
-14.4140625000	5.6977396361
-14.2968750000	2.2048077737
-14.1796875000	2.5747069004
-14.0625000000	6.5584434953
-13.9453125000	3.1521255308
-13.8281250000	2.8084320961
-13.7109375000	3.4381784734
-13.5937500000	2.0415282554
-13.4765625000	5.2050752850
-13.3593750000	4.8704811022
-13.2421875000	2.8616837982
-13.1250000000	3.8095048496
-13.0078125000	3.7005577966
-12.8906250000	4.7277181823
-12.7734375000	2.9592604496
-12.6562500000	3.7884793012
-12.5390625000	1.8758576135
-12.4218750000	1.8251001931
-12.3046875000	1.7135631790
-12.1875000000	5.8667030244
-12.0703125000	1.2987375548
-11.9531250000	7.5957553461
-11.8359375000	1.8027496131
-11.7187500000	11.4806695922
-11.6015625000	0.7370326245
-11.4843750000	2.3988195627
-11.3671875000	0.7432944015
-11.2500000000	4.0361100969
-11.1328125000	4.6188213507
-11.0156250000	6.6719317427
-10.8984375000	4.0786468106
-10.7812500000	4.8423543070
-10.6640625000	3.7338737043
-10.5468750000	3.1491147547
-10.4296875000	4.1685032368
-10.3125000000	3.1965442447
-10.1953125000	1.8713178653
-10.0781250000	2.3770700517
-9.9609375000	4.2329800622
-9.8437500000	4.7164942669
-9.7265625000	0.5611033958
-9.6093750000	1.3807267535
-9.4921875000	3.4813384445
-9.3750000000	7.8127166292
-9.2578125000	5.0484158679
-9.1406250000	4.0121443261
-9.0234375000	2.5762119498
-8.9062500000	1.3539965852
-8.7890625000	0.4181042191
-8.6718750000	4.6960231180
-8.5546875000	1.9916956750
-8.4375000000	5.3422005359
-8.3203125000	2.0774719839
-8.2031250000	1.6860519997
-8.0859375000	2.7955053317
-7.9687500000	3.5152812171
-7.8515625000	2.6912088124
-7.7343750000	10.0494144855
-7.6171875000	8.0799673641
-7.5000000000	4.4708947398
-7.3828125000	5.3948017241
-7.2656250000	1.2101851159
-7.1484375000	3.7886749089
-7.0312500000	4.0967493765
-6.9140625000	4.7738698563
-6.7968750000	2.4017254084
-6.6796875000	4.7697774918
-6.5625000000	6.7941448822
-6.4453125000	5.1457423767
-6.3281250000	6.2910591678
-6.2109375000	6.0759332543
-6.0937500000	3.4632129259
-5.9765625000	0.7061132105
-5.8593750000	0.9376623956
-5.7421875000	4.1355069375
-5.6250000000	4.7818427593
-5.5078125000	4.5036506566
-5.3906250000	1.8837915755
-5.2734375000	1.4347912636
-5.1562500000	6.0229490778
-5.0390625000	4.1867080484
-4.9218750000	5.0828892581
-4.8046875000	0.7365944201
-4.6875000000	3.4797699603
-4.5703125000	5.0345795421
-4.4531250000	0.7254697068
-4.3359375000	0.7066267301
-4.2187500000	1.1123089830
-4.1015625000	5.8687232211
-3.9843750000	2.2588262112
-3.8671875000	2.3800884266
-3.7500000000	4.2782544284
-3.6328125000	1.3921871876
-3.5156250000	2.6267334614
-3.3984375000	1.7958411258
-3.2812500000	2.5849278380
-3.1640625000	5.3179757050
-3.0468750000	4.8089229066
-2.9296875000	1.8920204807
-2.8125000000	4.7223882864
-2.6953125000	4.1191231009
-2.5781250000	2.8774302905
-2.4609375000	1.0340668029
-2.3437500000	1.6171923839
-2.2265625000	6.7053811774
-2.1093750000	9.2923901776
-1.9921875000	5.8985715755
-1.8750000000	13.4747510822
-1.7578125000	10.3977762508
-1.6406250000	14.0670137188
-1.5234375000	15.7894136826
-1.4062500000	27.0951411864
-1.2890625000	21.4181035769
-1.1718750000	21.6243514540
-1.0546875000	27.2364783567
-0.9375000000	29.2655465316
-0.8203125000	26.5339320902
-0.7031250000	29.9808198504
-0.5859375000	33.9696918133
-0.4687500000	33.7406518150
-0.3515625000	34.0037493718
-0.2343750000	31.5088402986
-0.1171875000	41.4473715893
0.0000000000	42.0467409186
0.1171875000	38.1667943459
0.2343750000	37.6611615771
0.3515625000	36.2498440933
0.4687500000	43.0335621526
0.5859375000	38.7545005681
0.7031250000	42.7074720545
0.8203125000	42.5495964060
0.9375000000	45.1331534243
1.0546875000	40.6295327021
1.1718750000	40.5253129704
1.2890625000	38.6831496126
1.4062500000	45.5885994674
1.5234375000	43.0603246463
1.6406250000	42.5960128088
1.7578125000	40.2550139716
1.8750000000	47.8092258474
1.9921875000	45.6819771765
2.1093750000	39.3041508482
2.2265625000	38.6211981967
2.3437500000	42.5987636406
